id;region;municipality;settlement;type;population;children;latitude_dms;longitude_dms;latitude_dd;longitude_dd;oktmo;dadata;rosstat
12;Белгородская область;Борисовский район;Беленькое;с;1463;262;50.34.51;035.54.48;50.5808333333333;35.9133333333333;14615416101;0;1
51;Оренбургская область;Кваркенский район;Аландское;с;645;98;52.13.38;059.47.40;52.2272222222222;59.7944444444444;53622402101;0;1
72;Краснодарский край;Кореновский район;Пролетарский;х;1483;178;45.30.30;039.16.29;45.5083333333333;39.2747222222222;3621413131;0;1
93;Забайкальский край;Газимуро-Заводский район;Газимурский Завод;с;2628;696;51.32.53;118.20.27;51.5480555555556;118.340833333333;76610409101;0;1
96;Московская область;Луховицкий;Ловцы;с;1073;164;55.00.21;039.15.07;55.0058333333333;39.2519444444444;46747000351;0;1
102;Республика Тыва;Каа-Хемский кожуун;Кундустуг;с;629;258;51.34.27;095.10.48;51.5741666666667;95.18;93620415101;0;1
103;Волгоградская область;Камышинский район;Дворянское;с;1664;154;50.14.29;045.17.00;50.2413888888889;45.2833333333333;18618422106;0;1
109;Удмуртская республика;Воткинский;Большая Кивара;д;733;168;57.11.10;054.11.14;57.1861111111111;54.1872222222222;94608410101;0;1
111;Республика Северная Осетия - Алания;Моздокский;Ново-Георгиевское;с;765;87;43.45.45;044.42.11;43.7625;44.7030555555556;90630405121;0;1
134;Ростовская область;Семикаракорский;Бакланники;х;906;132;47.26.39;040.59.02;47.4441666666667;40.9838888888889;60651404101;0;1
150;Оренбургская область;Новоорский район;Новоорск;п;11280;3154;51.22.54;058.59.10;51.3816666666667;58.9861111111111;53630414101;0;1
159;Ленинградская область;Всеволожский муниципальный район;Агалатово;д;6113;990;60.13.08;030.17.02;60.2188888888889;30.2838888888889;41612408101;0;1
161;Белгородская область;Чернянский район;Верхнее Кузькино;с;602;129;50.54.27;037.33.18;50.9075;37.555;14654460106;0;1
164;Алтайский край;Каменский;Корнилово;с;1214;239;53.31.02;081.04.16;53.5172222222222;81.0711111111111;1616437101;0;1
169;Республика Башкортостан;Шаранский;Нижнезаитово;с;622;94;54.49.48;053.40.29;54.83;53.6747222222222;80658435101;0;1
173;Самарская область;Кинель-Черкасский район;Кинель-Черкассы;с;16306;2943;53.28.04;051.30.11;53.4677777777778;51.5030555555556;36620432101;0;1
180;Алтайский край;Залесовский;Думчево;с;522;88;53.57.16;084.17.18;53.9544444444444;84.2883333333333;1612422101;0;1
187;Иркутская область;Черемховский район;Верхний Булай;с;610;159;53.02.02;103.01.52;53.0338888888889;103.031111111111;25648405101;0;1
197;Ленинградская область;Ломоносовский муниципальный район;Оржицы;д;2696;391;59.45.09;029.42.43;59.7525;29.7119444444444;41630438101;0;1
201;Тверская область;Нелидовский район;Межа;п;510;85;56.12.29;032.44.55;56.2080555555556;32.7486111111111;28759000556;0;1
205;Омская область;Полтавский район;Вольное;с;1007;233;54.17.13;071.21.23;54.2869444444444;71.3563888888889;52648402101;0;1
222;Республика Саха (Якутия);Булунский;Кюсюр;с;1218;423;70.41.10;127.21.42;70.6861111111111;127.361666666667;98612412101;0;1
232;Ростовская область;Чертковский;Чертково;п;10476;2251;49.22.55;040.09.14;49.3819444444444;40.1538888888889;60658454101;0;1
238;Кемеровская область;Прокопьевский;Школьный;п;545;141;54.00.07;086.49.33;54.0019444444444;86.8258333333333;32522000376;0;1
257;Курганская область;Половинский район;Половинное;с;4681;1246;54.47.27;065.58.41;54.7908333333333;65.9780555555556;37628428101;0;1
265;Краснодарский край;Туапсинский район;Агуй-Шапсуг;аул;2223;351;44.11.02;039.04.06;44.1838888888889;39.0683333333333;3655402111;0;1
284;Кемеровская область;Яйский район;Судженка;п/ст;663;101;56.06.42;086.09.57;56.1116666666667;86.1658333333333;32543000231;0;1
295;Республика Саха (Якутия);Верхоянский;Верхоянск;г;1095;250;67.33.00;133.23.00;67.55;133.383333333333;98616103001;0;1
300;Красноярский край;Сухобузимский район;Кононово;п;937;163;56.30.18;093.42.56;56.505;93.7155555555556;4651410101;0;1
338;Республика Крым;Сакский район;Орехово;с;3049;0;45.07.52;033.37.58;45.1311111111111;33.6327777777778;35643452101;0;1
344;Республика Крым;Сакский район;Добрушино;с;1213;0;45.22.32;033.21.45;45.3755555555556;33.3625;35643418101;0;1
345;Республика Дагестан;Кайтагский район;Тубенаул;с;563;172;42.07.52;047.50.14;42.1311111111111;47.8372222222222;82623460101;1;0
348;Омская область;Любинский район;Казанка;с;818;105;55.16.05;072.45.05;55.2680555555556;72.7513888888889;52629410101;0;1
351;Забайкальский край;Агинский район;Сахюрта;с;932;156;51.01.37;114.13.25;51.0269444444444;114.223611111111;76602416101;0;1
357;Челябинская область;Еткульский район;Еманжелинка;с;4474;926;54.48.07;061.17.52;54.8019444444444;61.2977777777778;75620420101;0;1
367;Нижегородская область;Большеболдинский район;Сергеевка;с;526;82;55.00.03;045.11.33;55.0008333333333;45.1925;22609422131;0;1
383;Республика Дагестан;Буйнакский район;Верхнее Казанище;с;7694;2535;42.44.02;047.08.12;42.7338888888889;47.1366666666667;82611428101;0;1
386;Ростовская область;Волгодонской;Дубенцовская;ст-ца;1339;281;47.31.29;041.29.11;47.5247222222222;41.4863888888889;60612408101;0;1
390;Алтайский край;Ключевский;Северка;с;1726;329;52.07.50;079.16.03;52.1305555555556;79.2675;1617479101;0;1
418;Ростовская область;Целинский;Степное;с;645;98;46.37.39;041.03.08;46.6275;41.0522222222222;60656460151;0;1
427;Республика Крым;Джанкойский район;Новокрымское;с;1081;0;45.46.47;034.09.19;45.7797222222222;34.1552777777778;35611438101;0;1
431;Ростовская область;Миллеровский;Терновая;сл;612;93;49.05.45;040.39.30;49.0958333333333;40.6583333333333;60632455131;0;1
441;Алтайский край;Угловский;Павловка;с;895;179;51.23.35;079.47.44;51.3930555555556;79.7955555555556;1653466101;0;1
443;Республика Тыва;Улуг-Хемский кожуун;Чодураа;с;848;399;51.22.33;092.53.04;51.3758333333333;92.8844444444444;93654445101;0;1
445;Республика Ингушетия;Джейрахский район;Джейрах;с/п;1874;594;42.49.23;044.40.32;42.8230555555556;44.6755555555556;26620410101;0;1
446;Иркутская область;Боханский район;Харатирген;д;583;139;53.09.12;103.52.36;53.1533333333333;103.876666666667;25609449121;0;1
449;Владимирская область;Муромский;Ковардицы;с;1545;347;55.36.32;041.57.13;55.6088888888889;41.9536111111111;17644424101;0;1
450;Владимирская область;Судогодский;Тюрмеровка;п;637;0;55.55.36;041.07.21;55.9266666666667;41.1225;17652404171;0;1
451;Московская область;Солнечногорский;Лунево;п;3961;567;55.59.37;037.20.42;55.9936111111111;37.345;46771000441;0;1
461;Кемеровская область;Яшкинский район;Колмогорово;с;1570;338;55.38.20;085.39.44;55.6388888888889;85.6622222222222;32546000316;1;0
477;Красноярский край;Ужурский район;Златоруновск;п;978;200;55.07.55;089.48.22;55.1319444444444;89.8061111111111;4656431101;0;1
480;Калининградская область;Славский район;Славск;г;4330;1567;55.02.38;021.40.48;55.0438888888889;21.68;27727000001;0;1
481;Курская область;Горшеченский;Ясенки;с;670;126;51.31.47;038.12.17;51.5297222222222;38.2047222222222;38606472101;0;1
486;Забайкальский край;Тунгокоченский район;Тунгокочен;с;891;238;53.32.02;115.36.55;53.5338888888889;115.615277777778;76644455;1;0
488;Тамбовская область;Сампурский район;Сампур;с;1628;168;52.18.39;041.37.28;52.3108333333333;41.6244444444444;68632470101;0;1
498;Республика Татарстан;Апастовский район;Апастово;пгт;5277;1033;55.14.47;048.27.14;55.2463888888889;48.4538888888889;92610151;1;0
501;Ивановская область;Шуйский район;Васильевское;с;1110;175;56.55.59;041.39.51;56.9330555555556;41.6641666666667;24633412101;0;1
507;Республика Башкортостан;Иглинский;Ягодная;д;605;147;54.47.55;056.26.08;54.7986111111111;56.4355555555556;80628416106;1;0
517;Саратовская область;Аткарский район;Лопуховка;п;1234;170;51.59.31;044.42.00;51.9919444444444;44.7;63604453101;0;1
526;Ставропольский край;Кировский район;Зольская;ст-ца;9400;1656;43.54.17;043.17.52;43.9047222222222;43.2977777777778;7716000131;0;1
538;Тверская область;Калязинский район;Леонтьевское;д;566;8;57.14.53;038.00.49;57.2480555555556;38.0136111111111;28622434331;0;1
542;Самарская область;Пестравский район;Марьевка;с;1663;301;52.33.37;049.26.54;52.5602777777778;49.4483333333333;36632416101;0;1
547;Республика Дагестан;Хивский район;Куштиль;с;966;268;41.49.51;047.53.09;41.8308333333333;47.8858333333333;82655475106;0;1
555;Республика Тыва;Кызылский кожуун;Черби;с;1148;438;51.53.22;094.35.21;51.8894444444444;94.5891666666667;93622445101;0;1
557;Белгородская область;Ровеньский район;Ржевка;с;517;77;50.03.27;039.04.06;50.0575;39.0683333333333;14650436101;0;1
561;Карачаево-Черкесская республика;Усть-Джегутинский район;Эльтаркач;аул;3263;306;43.58.55;042.07.57;43.9819444444444;42.1325;91635445101;0;1
568;Кабардино-Балкарская республика;Терский район;Дейское;с;4704;1001;43.28.36;044.09.46;43.4766666666667;44.1627777777778;83635420101;0;1
571;Рязанская область;Сасовский район;Сотницыно;п;2643;401;54.16.29;041.47.55;54.2747222222222;41.7986111111111;61642470101;0;1
572;Республика Башкортостан;Мишкинский;Большесухоязово;д;567;125;55.34.11;055.32.49;55.5697222222222;55.5469444444444;80643415101;0;1
573;Волгоградская область;Октябрьский район;Антонов;х;1504;360;47.58.49;043.37.24;47.9802777777778;43.6233333333333;18642412101;0;1
576;Волгоградская область;Быковский район;Садовое;с;513;105;49.40.39;045.55.27;49.6775;45.9241666666667;18604428101;0;1
579;Московская область;Щёлковский;Загорянский;дп;7997;2037;55.55.00;037.55.40;55.9166666666667;37.9277777777778;46788000056;1;0
585;Ленинградская область;Подпорожский муниципальный район;Никольский;пгт;2778;446;60.54.56;034.03.59;60.9155555555556;34.0663888888889;41636163051;0;1
593;Амурская область;Зейский;Сосновый Бор;с;750;184;53.42.06;127.10.23;53.7016666666667;127.173055555556;10625452101;0;1
597;Кировская область;Вятскополянский район;Красная Поляна;пгт;6554;1161;56.14.41;051.09.10;56.2447222222222;51.1527777777778;33610154051;1;0
599;Томская область;Асиновский район;Батурино;с;1391;320;57.45.15;085.10.41;57.7541666666667;85.1780555555556;69608408101;0;1
624;Республика Дагестан;Тарумовский район;Ново-Николаевка;с;715;83;43.59.43;046.41.46;43.9952777777778;46.6961111111111;82649477121;0;1
634;Иркутская область;Куйтунский район;Харик;с;626;211;54.10.42;101.37.05;54.1783333333333;101.618055555556;25622425101;0;1
645;Саратовская область;Екатериновский район;Вязовка;с;568;92;52.00.55;044.35.50;52.0152777777778;44.5972222222222;63616464103;0;1
652;Республика Саха (Якутия);Верхневилюйский;Оргет;с;532;116;63.08.54;120.54.22;63.1483333333333;120.906111111111;98614455101;0;1
654;Забайкальский край;Читинский район;Новая;ст;9408;2087;51.46.18;113.47.28;51.7716666666667;113.791111111111;76650000;1;0
672;Республика Дагестан;Рутульский район;Новый Борч;с;1605;765;43.29.06;047.02.54;43.485;47.0483333333333;82642415106;0;1
687;Пермский край;Усольский район;Пыскор;с;872;162;59.28.56;056.35.16;59.4822222222222;56.5877777777778;57708000331;0;1
692;Республика Татарстан;Мензелинский район;Мензелинск;г;16968;3872;55.43.12;053.06.05;55.72;53.1013888888889;92640101001;0;1
693;Воронежская область;Семилукский район;Семилуки;г;26805;4951;51.41.14;039.01.38;51.6872222222222;39.0272222222222;20649101001;0;1
694;Республика Бурятия;Джидинский район;Цагатуй;у;675;168;50.43.51;105.18.19;50.7308333333333;105.305277777778;81612483101;0;1
702;Ростовская область;Матвеево-Курганский;Новоандриановка;с;653;118;47.34.25;039.02.09;47.5736111111111;39.0358333333333;60631445131;0;1
712;Московская область;Луховицкий;Красная Пойма;п;3051;545;55.00.11;039.04.55;55.0030555555556;39.0819444444444;46747000316;0;1
721;Тюменская область;Тюменский район;Успенка;с;2074;1096;57.04.42;065.04.54;57.0783333333333;65.0816666666667;71644475101;0;1
723;Республика Марий Эл;Сернурский район;Казанское;с;836;250;57.08.51;049.07.42;57.1475;49.1283333333333;88648425101;0;1
737;Самарская область;Камышлинский район;Старая Балыкла;с;544;98;53.59.11;052.09.56;53.9863888888889;52.1655555555556;36617408101;0;1
750;Республика Хакасия;Алтайский район;Белый Яр;с;10311;2421;53.35.49;091.22.59;53.5969444444444;91.3830555555556;95605410101;0;1
761;Омская область;Колосовский район;Колосовка;с;5566;1390;56.27.59;073.35.41;56.4663888888889;73.5947222222222;52621407101;0;1
772;Брянская область;Брянский район;Отрадное;с;2111;315;53.19.39;034.10.23;53.3275;34.1730555555556;15608450101;0;1
784;Ставропольский край;Минераловодский городской округ;Греческое;с;1100;143;44.25.37;043.00.10;44.4269444444444;43.0027777777778;7721000141;0;1
798;Белгородская область;Ракитянский район;Нижние Пены;с;1025;151;51.00.19;035.57.01;51.0052777777778;35.9502777777778;14648448101;0;1
818;Кабардино-Балкарская республика;Черекский район;Верхняя Жемтала;с;1651;395;43.14.05;043.40.05;43.2347222222222;43.6680555555556;83630450101;0;1
830;Приморский край;Надежденский район;Тавричанка;п;7947;1502;43.19.37;131.52.01;43.3269444444444;131.866944444444;5623407101;1;0
831;Ростовская область;Октябрьский;Бессергеневская;ст-ца;2070;357;47.23.58;040.20.16;47.3994444444444;40.3377777777778;60641408101;0;1
832;Калининградская область;Черняховский район;Черняховск;г;36255;7050;54.37.51;021.49.10;54.6308333333333;21.8194444444444;27739000001;0;1
842;Кемеровская область;Яйский район;Судженка;с;525;117;56.10.56;086.15.10;56.1822222222222;86.2527777777778;32543000231;0;1
843;Московская область;Луховицкий;Сельхозтехника;п;764;106;54.57.21;039.11.07;54.9558333333333;39.1852777777778;46747000486;0;1
855;Республика Карелия;Сортавальский;Хаапалампи;п;857;172;61.38.52;030.35.32;61.6477777777778;30.5922222222222;86610405101;0;1
857;Московская область;Истринский;Павловское;д;1215;222;55.52.25;036.56.48;55.8736111111111;36.9466666666667;46733000572;0;1
863;Чувашская республика;Цивильский район;Вторые Вурманкасы;д;725;199;55.55.03;047.22.44;55.9175;47.3788888888889;97641440101;0;1
867;Тульская область;Суворовский район;Черепеть;п;1294;182;54.07.03;036.23.02;54.1175;36.3838888888889;70640460101;0;1
874;Кабардино-Балкарская республика;Баксанский район;Верхний Куркужин;с;3112;713;43.41.38;043.16.36;43.6938888888889;43.2766666666667;83610410101;0;1
885;Оренбургская область;Александровский район;Ждановка;с;1143;280;52.24.05;054.24.07;52.4013888888889;54.4019444444444;53606413101;0;1
890;Республика Саха (Якутия);Намский;Ымыяхтах;с;1246;212;62.27.22;129.53.07;62.4561111111111;129.885277777778;98635415101;0;1
901;Алтайский край;Родинский;Родино;с;8176;1714;52.29.42;080.12.20;52.495;80.2055555555555;1636456101;0;1
915;Республика Дагестан;Бабаюртовский район;Советское;с;1057;244;43.35.57;046.41.42;43.5991666666667;46.695;82607455106;0;1
923;Алтайский край;Третьяковский;Первомайский;п;628;159;50.52.47;081.55.21;50.8797222222222;81.9225;1650477116;0;1
925;Ростовская область;Боковский;Грачев;х;821;123;49.24.41;041.31.09;49.4113888888889;41.5191666666667;60607433101;0;1
930;Свердловская область;Серовский городской округ;Андриановичи;с;550;100;59.55.45;060.36.10;59.9291666666667;60.6027777777778;65756000276;0;1
943;Краснодарский край;Курганинский район;Южный;х;967;141;44.59.18;040.28.41;44.9883333333333;40.4780555555556;3627410131;0;1
950;Ленинградская область;Тосненский муниципальный район;Рябово;пгт;3251;533;59.25.13;031.07.45;59.4202777777778;31.1291666666667;41648160051;0;1
954;Кировская область;Орловский район;Цепели;д;543;96;58.43.29;049.11.40;58.7247222222222;49.1944444444444;33645420754;0;1
958;Республика Ингушетия;Малгобекский район;Нижние Ачалуки;с;5431;1733;43.24.17;044.45.59;43.4047222222222;44.7663888888889;26615445101;0;1
977;Республика Башкортостан;Илишевский;Старокуктово;с;702;174;55.27.54;054.14.01;55.465;54.2336111111111;80630464101;0;1
979;Пермский край;Чусовской район;Половинка;п;1266;104;58.20.21;058.01.14;58.3391666666667;58.0205555555556;57758000136;0;1
989;Саратовская область;Краснокутский район;Чкалово;с;869;144;50.43.36;047.03.08;50.7266666666667;47.0522222222222;63623455101;0;1
999;Ростовская область;Цимлянский;Маркинская;ст-ца;963;184;47.50.12;041.59.46;47.8366666666667;41.9961111111111;60657435101;0;1
1006;Республика Хакасия;Аскизский район;Аскиз;с;8159;2620;53.07.55;090.32.01;53.1319444444444;90.5336111111111;95608151051;0;1
1008;Московская область;Солнечногорский;Лесное Озеро;п;625;87;56.07.35;036.53.05;56.1263888888889;36.8847222222222;46771000409;0;1
1013;Оренбургская область;Соль-Илецкий городской округ;Дивнополье;п;740;115;51.11.16;054.30.42;51.1877777777778;54.5116666666667;53725000381;0;1
1018;Московская область;Зарайский;Чулки-Соколово;с;1235;167;54.44.07;038.50.01;54.7352777777778;38.8336111111111;46729000701;0;1
1030;Ростовская область;Багаевский;Елкин;х;3304;655;47.18.46;040.29.43;47.3127777777778;40.4952777777778;60605415101;0;1
1033;Архангельская область;Плесецкий муниципальный район;Самодед;п;748;218;63.36.57;040.30.51;63.6158333333333;40.5141666666667;11650426101;0;1
1046;Новосибирская область;Татарск;Татарск;г;23523;5585;55.12.52;075.58.27;55.2144444444444;75.9741666666667;50650101001;1;0
1053;Кемеровская область;Тяжинский район;Новоподзорново;с;575;98;55.51.33;089.05.22;55.8591666666667;89.0894444444444;32534000261;0;1
1062;Республика Татарстан;Альметьевский район;Ямаш;с;681;139;55.02.00;052.11.02;55.0333333333333;52.1838888888889;92608472101;0;1
1075;Республика Башкортостан;Кигинский;Нижние Киги;с;1103;261;55.32.38;058.30.16;55.5438888888889;58.5044444444444;80636445101;0;1
1080;Республика Крым;Нижнегорский район;Владиславовка;с;839;0;45.28.09;034.35.44;45.4691666666667;34.5955555555556;35631446106;0;1
1101;Кабардино-Балкарская республика;Зольский район;Шордаково;с;1705;454;43.52.36;043.06.14;43.8766666666667;43.1038888888889;83615470101;0;1
1102;Волгоградская область;Ольховский район;Рыбинка;с;680;81;49.59.32;044.46.34;49.9922222222222;44.7761111111111;18643442101;0;1
1111;Томская область;Томский район;Чёрная Речка;д;1256;292;56.23.60;084.54.36;56.4;84.91;69654417121;0;1
1116;Республика Крым;Алушта;Рыбачье;с;1414;0;44.46.23;034.35.47;44.7730555555556;34.5963888888889;35703000206;0;1
1132;Ханты-Мансийский автономный округ - Югра;Советский район;Алябьевский;п;2307;512;61.12.56;062.46.27;61.2155555555556;62.7741666666667;71824402101;0;1
1136;Брянская область;Почепский район;Витовка;с;894;240;52.55.13;033.29.57;52.9202777777778;33.4991666666667;15644416101;0;1
1137;Республика Дагестан;Карабудахкентский район;Манас;пгт;5922;1826;42.43.28;047.40.55;42.7244444444444;47.6819444444444;82635155051;0;1
1142;Свердловская область;Тугулымский городской округ;Тугулым;п/ст;694;147;57.04.06;064.33.04;57.0683333333333;64.5511111111111;65725000276;0;1
1144;Республика Бурятия;Кяхтинский район;Кяхта;г;20157;6966;50.20.48;106.27.12;50.3466666666667;106.453333333333;81633101001;0;1
1147;Республика Дагестан;Кизлярский район;Малая Арешевка;с;1831;588;44.01.19;046.49.18;44.0219444444444;46.8216666666667;82627460101;0;1
1151;Нижегородская область;Шатковский район;Шарапово;с;649;78;55.16.18;044.42.57;55.2716666666667;44.7158333333333;22657460101;0;1
1152;Московская область;Каширский;Кашира;г;41870;7805;54.50.04;038.09.04;54.8344444444444;38.1511111111111;46735000001;0;1
1161;Республика Коми;МР Ижемский;Том;п;605;117;64.29.42;053.22.01;64.495;53.3669444444444;87604430101;0;1
1167;Ростовская область;Красносулинский;Владимировская;ст-ца;1041;209;47.56.02;040.17.36;47.9338888888889;40.2933333333333;60626410101;0;1
1191;Саратовская область;Аткарский район;Барановка;с;659;167;51.53.59;045.03.21;51.8997222222222;45.0558333333333;63604405101;0;1
1193;Республика Крым;Симферопольский район;Мазанка;с;2564;0;45.00.14;034.15.19;45.0038888888889;34.2552777777778;35647433101;0;1
1200;Иркутская область;Тулунский район;Умыган;с;595;141;54.45.03;100.13.50;54.7508333333333;100.230555555556;25638446101;0;1
1204;Волгоградская область;Камышинский район;Костарево;с;962;165;50.03.40;044.57.48;50.0611111111111;44.9633333333333;18618418101;0;1
1233;Воронежская область;Калачеевский район;Манино;с;1996;276;50.28.32;041.23.30;50.4755555555556;41.3916666666667;20615424101;0;1
1237;Хабаровский край;Хабаровский;Бычиха;с;1757;386;48.18.01;134.49.39;48.3002777777778;134.8275;8655407000;0;1
1244;Свердловская область;городской округ Красноуфимск;Красноуфимск;г;38988;8941;56.37.04;057.46.14;56.6177777777778;57.7705555555556;65747000001;0;1
1245;Чувашская республика;Ибресинский район;Ибреси;пгт;7724;1726;55.18.15;047.02.20;55.3041666666667;47.0388888888889;97613151051;1;0
1248;Московская область;Раменский;Кузнецово;д;997;128;55.30.01;038.20.22;55.5002777777778;38.3394444444444;46648443101;0;1
1261;Курская область;Курский;Щетинка;д;747;100;51.47.11;036.13.43;51.7863888888889;36.2286111111111;38620492101;0;1
1262;Кировская область;Омутнинский район;Песковка;пгт;4548;835;59.02.47;052.21.34;59.0463888888889;52.3594444444444;33628162051;1;0
1288;Республика Татарстан;Нурлатский район;Степное Озеро;с;635;77;54.29.00;050.33.45;54.4833333333333;50.5625;92646480101;0;1
1291;Самарская область;Кинельский район;Красносамарское;с;1527;276;53.03.34;050.48.36;53.0594444444444;50.81;36618432101;0;1
1296;Самарская область;Приволжский район;Заволжье;с;827;149;52.57.09;048.36.42;52.9525;48.6116666666667;36636405101;0;1
1306;Красноярский край;Абанский район;Долгий Мост;с;2254;451;56.44.51;096.48.10;56.7475;96.8027777777778;4601410101;0;1
1311;Республика Марий Эл;Медведевский район;Русский Кукмор;д;1568;367;56.39.59;048.08.12;56.6663888888889;48.1366666666667;88628440101;0;1
1319;Краснодарский край;Крымский район;Садовый;х;791;171;45.00.52;037.45.18;45.0144444444444;37.755;3625407146;0;1
1322;Республика Татарстан;Верхнеуслонский район;Татарское Бурнашево;с;531;143;55.42.11;048.39.30;55.7030555555556;48.6583333333333;92620405101;0;1
1324;Краснодарский край;Выселковский район;Бузиновская;ст-ца;1386;223;45.35.47;039.48.03;45.5963888888889;39.8008333333333;3612410101;0;1
1328;Нижегородская область;Бор;Линда;с;4480;1108;56.36.54;044.05.53;56.615;44.0980555555556;22712000420;0;1
1331;Краснодарский край;Красноармейский район;Старонижестеблиевская;ст-ца;10230;2253;45.22.46;038.26.22;45.3794444444444;38.4394444444444;3623425101;0;1
1337;Красноярский край;Канский район;Ашкаул;д;598;139;56.06.24;095.49.14;56.1066666666667;95.8205555555556;4621413106;0;1
1338;Республика Бурятия;Иволгинский район;Нур-Селение;у;2575;750;51.46.24;107.27.27;51.7733333333333;107.4575;81622428111;0;1
1354;Республика Саха (Якутия);Томпонский;Крест-Хальджай;с;1339;387;62.48.48;134.30.44;62.8133333333333;134.512222222222;98650405101;0;1
1364;Ленинградская область;Гатчинский муниципальный район;Вырица;пгт;12187;1951;59.24.56;030.19.59;59.4155555555556;30.3330555555556;41618154051;0;1
1379;Томская область;Чаинский район;Коломинские Гривы;с;754;159;57.47.40;083.08.50;57.7944444444444;83.1472222222222;69656430101;0;1
1391;Республика Башкортостан;Салаватский;Лаклы;с;807;150;55.11.41;058.32.46;55.1947222222222;58.5461111111111;80647430101;0;1
1394;Республика Адыгея;Теучежский район;Ассоколай;аул;1466;307;44.50.41;039.28.03;44.8447222222222;39.4675;79633405101;0;1
1450;Ханты-Мансийский автономный округ - Югра;Нижневартовский район;Новоаганск;пгт;9492;1303;61.56.45;076.40.03;61.9458333333333;76.6675;71819156;1;0
1454;Краснодарский край;Каневской район;Средние Челбасы;х;723;199;46.03.19;039.09.47;46.0552777777778;39.1630555555556;3620402116;0;1
1469;Рязанская область;Чучковский район;Чучково;рп;2619;499;54.16.07;041.26.46;54.2686111111111;41.4461111111111;61653151051;0;1
1477;Республика Дагестан;Бабаюртовский район;Новокаре;с;1544;590;43.36.03;046.57.56;43.6008333333333;46.9655555555556;82607435000;0;1
1484;Новосибирская область;Искитимский район;Быстровка;с;1013;197;54.32.09;082.35.03;54.5358333333333;82.5841666666667;50615402101;0;1
1486;Республика Башкортостан;Дюртюлинский;Дюртюли;г;30969;7375;55.29.07;054.52.24;55.4852777777778;54.8733333333333;80624101001;0;1
1491;Ставропольский край;Советский район;Правокумское;с;1400;317;44.22.43;044.05.30;44.3786111111111;44.0916666666667;7735000181;0;1
1493;Свердловская область;городской округ «Нижняя Салда»;Нижняя Салда;г;17387;3530;58.04.29;060.42.09;58.0747222222222;60.7025;65750000001;0;1
1504;Республика Татарстан;Тукаевский район;Бетьки;с;3070;673;55.40.30;052.08.23;55.675;52.1397222222222;92657410101;0;1
1505;Ростовская область;Аксайский;Большой Лог;х;4420;840;47.17.29;039.55.25;47.2913888888889;39.9236111111111;60602405101;0;1
1508;Республика Башкортостан;Уфимский;Красный Яр;с;1704;428;54.53.37;055.55.30;54.8936111111111;55.925;80652430101;0;1
1518;Нижегородская область;Тонкинский район;Тонкино;рп;5189;1059;57.22.10;046.27.24;57.3694444444444;46.4566666666667;22652151051;0;1
1519;Тверская область;Калининский район;Кулицкая;ст;963;174;56.58.38;035.41.05;56.9772222222222;35.6847222222222;28620430101;1;0
1523;Волгоградская область;Октябрьский район;Аксай;с;1387;264;47.57.17;043.57.50;47.9547222222222;43.9638888888889;18642408101;0;1
1524;Кировская область;Уржумский район;Русский Турек;с;1022;170;57.03.28;050.13.37;57.0577777777778;50.2269444444444;33641472101;0;1
1531;Пермский край;Кунгурский район;Бажуки;с;932;241;57.11.34;056.29.44;57.1927777777778;56.4955555555556;57630461111;0;1
1533;Ставропольский край;Будённовский район;Орловка;с;3300;795;44.41.19;044.10.16;44.6886111111111;44.1711111111111;7612413101;0;1
1536;Ставропольский край;Предгорный район;Этока;с;2900;524;43.54.47;043.01.51;43.9130555555556;43.0308333333333;7648434101;0;1
1542;Омская область;Таврический район;Луговое;с;1268;260;54.37.16;073.54.06;54.6211111111111;73.9016666666667;52653409101;1;0
1558;Челябинская область;Уйский район;Нижнеусцелемово;с;608;152;54.16.39;059.59.55;54.2775;59.9986111111111;75656466101;0;1
1562;Кировская область;Немский район;Архангельское;с;986;211;57.38.05;050.12.14;57.6347222222222;50.2038888888889;33626404101;0;1
1586;Костромская область;Костромской район;Стрельниково;д;512;110;57.48.01;040.49.49;57.8002777777778;40.8302777777778;34614444171;0;1
1590;Тверская область;Нелидовский район;Монино;д;1103;46;56.03.53;032.48.32;56.0647222222222;32.8088888888889;28759000591;0;1
1594;Республика Башкортостан;Белорецкий;Уткалево;с;615;141;53.46.28;058.14.12;53.7744444444444;58.2366666666667;80611455111;0;1
1612;Ульяновская область;Мелекесский район;Лебяжье;с;1054;244;54.07.01;049.35.55;54.1169444444444;49.5986111111111;73622430101;0;1
1618;Республика Башкортостан;Илишевский;Нижнеяркеево;с;957;406;55.27.46;054.19.44;55.4627777777778;54.3288888888889;80630478106;0;1
1628;Астраханская область;Наримановский район;Мирный;п;953;313;46.22.31;047.55.21;46.3752777777778;47.9225;12640452126;0;1
1639;Пермский край;Чайковский район;Большой Букор;с;1061;250;56.39.39;054.15.17;56.6608333333333;54.2547222222222;57735000136;0;1
1641;Республика Башкортостан;Фёдоровский;Бала-Четырман;с;879;177;53.05.33;055.25.59;53.0925;55.4330555555556;80654405101;0;1
1646;Липецкая область;Добринский район;Паршиновка;с;815;148;51.59.43;040.31.56;51.9952777777778;40.5322222222222;42612432101;0;1
1648;Карачаево-Черкесская республика;Малокарачаевский район;Кичи-Балык;с;616;69;43.47.21;042.39.00;43.7891666666667;42.65;91620420101;0;1
